site_id,name,facility_category,latitude,longitude,inside_no_fly_zone,drone_access_class
facility_546,دکتر افشین طاهری اعظم,doctors,35.7806345,51.3685178,False,eligible_for_obstacle_safe_drone_routing
facility_547,رنگ و ابزار شهریاری,clinic,35.7187299,51.3740239,False,eligible_for_obstacle_safe_drone_routing
facility_548,درمانگاه شبانه روزی قائم آل احمد عج,clinic,35.6766834,51.4905538,True,requires_special_authorization_or_ground_handoff
facility_549,نگین آزادی,clinic,35.7009035,51.3810186,False,eligible_for_obstacle_safe_drone_routing
facility_550,دکتر زارعی شریف,doctors,35.6647371,51.2646316,True,requires_special_authorization_or_ground_handoff
facility_551,دکتر محمدعلی اخوت پور,doctors,35.7562248,51.3941513,False,eligible_for_obstacle_safe_drone_routing
facility_552,کلینیک لیزر دالیا شعبه ۲,clinic,35.6795099,51.4486085,True,requires_special_authorization_or_ground_handoff
facility_553,کلینیک لیزر وزیبایی دالیا,clinic,35.6904737,51.4631471,True,requires_special_authorization_or_ground_handoff
facility_554,کلینیک شبانه‌روزی نادری,clinic,35.7787011,51.3352749,True,requires_special_authorization_or_ground_handoff
facility_555,درمانگاه شبانه‌روزی فولاد,clinic,35.702399,51.4048944,True,requires_special_authorization_or_ground_handoff
facility_556,راهپویان شفا,clinic,35.7709113,51.3060098,False,eligible_for_obstacle_safe_drone_routing
facility_557,کلینیک اعصاب و روان و مشاوره آلما,clinic,35.695308,51.2544809,True,requires_special_authorization_or_ground_handoff
facility_558,ساختمان پزشکان ۳۱۷,clinic,35.690223,51.4593281,True,requires_special_authorization_or_ground_handoff
facility_559,مرکز جامع سلامت سوهانک,clinic,35.8034743,51.5355365,False,eligible_for_obstacle_safe_drone_routing
facility_560,آزمایشگاه زمرد,laboratory,35.7578985,51.450719,False,eligible_for_obstacle_safe_drone_routing
facility_561,دکتر رضا آقاجانی پوست مو زیبایی,doctors,35.5905546,51.439327,True,requires_special_authorization_or_ground_handoff
facility_562,درمانگاه شبانه روزی فرح بخش,clinic,35.7406509,51.4661826,False,eligible_for_obstacle_safe_drone_routing
facility_563,پایگاه سلامت شهری شماره یک - قمربنی هاشم,clinic,35.6826759,51.361373,True,requires_special_authorization_or_ground_handoff
facility_564,درمانگاه شبانه روزی امین,clinic,35.6373572,51.4507743,False,eligible_for_obstacle_safe_drone_routing
facility_565,مرکز بهداشتی درمانی راهور,clinic,35.7002131,51.375257,False,eligible_for_obstacle_safe_drone_routing
facility_566,رادیولوژی و سونوگرافی فرمانیه,doctors,35.7992,51.473791,True,requires_special_authorization_or_ground_handoff
facility_567,پلی کلینیک ۲۲ بهمن,clinic,35.7002408,51.3680744,True,requires_special_authorization_or_ground_handoff
facility_568,کلینیک ارتوپدی سپید,clinic,35.768871,51.475804,False,eligible_for_obstacle_safe_drone_routing
facility_569,کلینیک فوق تخصصی قلب سلامت,clinic,35.7996193,51.4492294,False,eligible_for_obstacle_safe_drone_routing
facility_570,دکتر حسین دباغیان (فوق متخصص قلب و عروق),doctors,35.7995694,51.4491602,False,eligible_for_obstacle_safe_drone_routing
facility_571,درمانگاه شبانه روزی سپیدار,clinic,35.7428588,51.5376249,False,eligible_for_obstacle_safe_drone_routing
facility_572,لیزر گلبرگ,clinic,35.7273148,51.515763,True,requires_special_authorization_or_ground_handoff
facility_573,دکتر امیر حسین محمدی مفرد جراح بینی,doctors,35.7780881,51.3602779,True,requires_special_authorization_or_ground_handoff
facility_574,دکتر غزوینیان,doctors,35.76018,51.4002049,False,eligible_for_obstacle_safe_drone_routing
facility_575,مرکز ارتوپدی فنی پایار,clinic,35.7597404,51.4173847,False,eligible_for_obstacle_safe_drone_routing
facility_576,آزمایشگاه قلهک,laboratory,35.7725819,51.437476,True,requires_special_authorization_or_ground_handoff
facility_577,کلینیک رازنو,clinic,35.740636,51.4456874,False,eligible_for_obstacle_safe_drone_routing
facility_578,دكتر سميرا حسن خانی جراح و متخصص زنان، زايمان و نازایی,doctors,35.7135598,51.3683833,False,eligible_for_obstacle_safe_drone_routing
facility_579,کلینیک تخصصی توحید دکتر علیرضا رمضان زاده,clinic,35.7065437,51.3765494,True,requires_special_authorization_or_ground_handoff
facility_580,ساختمان پزشکان ۵۳,clinic,35.7618414,51.4453992,True,requires_special_authorization_or_ground_handoff
facility_581,ساختمان پزشکان نیام,clinic,35.761601,51.4455191,True,requires_special_authorization_or_ground_handoff
facility_582,دکتر نیما توکلی - متخصص اعصاب و روان,doctors,35.7235261,51.4235984,False,eligible_for_obstacle_safe_drone_routing
facility_583,دکتر نازنین صفائی,doctors,35.7972275,51.409595,False,eligible_for_obstacle_safe_drone_routing
facility_584,وستالب,clinic,35.7542463,51.4109982,False,eligible_for_obstacle_safe_drone_routing
facility_585,آزمایشگاه ژنتیک بنیان,laboratory,35.757943,51.4473186,True,requires_special_authorization_or_ground_handoff
facility_586,کلینیک جوان,clinic,35.7445613,51.4119459,False,eligible_for_obstacle_safe_drone_routing
facility_587,دکتر رضا کریمیان ، جراح بینی,doctors,35.7780896,51.3603729,True,requires_special_authorization_or_ground_handoff
facility_588,درمانگاه آزادگان,clinic,35.6625474,51.4594474,False,eligible_for_obstacle_safe_drone_routing
facility_589,مطب دکتر فاطمه ابراهیمی,doctors,35.7458743,51.41138,False,eligible_for_obstacle_safe_drone_routing
facility_590,کلینیک پوست و مو ساعی,clinic,35.7680988,51.4191241,False,eligible_for_obstacle_safe_drone_routing
facility_591,مطب دکتر مهدی صالح زاده,doctors,35.7362856,51.4638748,False,eligible_for_obstacle_safe_drone_routing
facility_592,کلینیک ماهک,clinic,35.723316,51.41166,False,eligible_for_obstacle_safe_drone_routing
facility_593,دکتر سیامک مرادی,doctors,35.7664665,51.4429076,False,eligible_for_obstacle_safe_drone_routing
facility_594,ساختمان پزشکان سبز,doctors,35.7655706,51.4421084,False,eligible_for_obstacle_safe_drone_routing
facility_595,دکتر زهرا امیدوار,doctors,35.7426129,51.4472434,False,eligible_for_obstacle_safe_drone_routing
facility_596,کلینیک زیبایی پارسیان طب,clinic,35.7599931,51.4426617,False,eligible_for_obstacle_safe_drone_routing
facility_597,ساختمان پزشکان حکیم,doctors,35.7650152,51.4415233,False,eligible_for_obstacle_safe_drone_routing
facility_598,unnamed,doctors,35.7080639,51.388873,False,eligible_for_obstacle_safe_drone_routing
facility_599,مرکز بهداشت دولت آباد,clinic,35.6171059,51.452614,False,eligible_for_obstacle_safe_drone_routing
facility_600,آزمایشگاه تشخیص طبی خاتم,laboratory,35.6336878,51.3726782,False,eligible_for_obstacle_safe_drone_routing
facility_601,آزمایشگاه تشخیص طبی سفیر,laboratory,35.6345679,51.3786164,True,requires_special_authorization_or_ground_handoff
facility_602,آزمایشگاه تشخیص طبی شریعتی,laboratory,35.6352072,51.3786158,True,requires_special_authorization_or_ground_handoff
facility_603,آزمایشگاه تشخیص طبی ماهان,laboratory,35.6343738,51.3790994,True,requires_special_authorization_or_ground_handoff
facility_604,بان کلینیک,clinic,35.796139,51.4761078,True,requires_special_authorization_or_ground_handoff
facility_605,ویولا کلینیک,clinic,35.7357096,51.5255071,True,requires_special_authorization_or_ground_handoff
facility_606,مرکز جراحی سهند,clinic,35.7323872,51.4426082,False,eligible_for_obstacle_safe_drone_routing
facility_607,مرکز ارتوپدی فنی طب نو,clinic,35.7339081,51.4404107,False,eligible_for_obstacle_safe_drone_routing
facility_608,کلینیک دامپزشکی سهروردی,clinic,35.7275337,51.4368537,False,eligible_for_obstacle_safe_drone_routing
facility_609,درمانگاه خيريه امام جعفر صادق ع تهرانپارس,clinic,35.7431631,51.554655,False,eligible_for_obstacle_safe_drone_routing
facility_610,پایگاه سلامت باغ اناری,clinic,35.7527238,51.5446671,False,eligible_for_obstacle_safe_drone_routing
facility_611,کلینیک گوارش,clinic,35.7348696,51.3284603,False,eligible_for_obstacle_safe_drone_routing
facility_612,کلینیک پزشگان,clinic,35.7347783,51.3276466,False,eligible_for_obstacle_safe_drone_routing
facility_613,مرکز لیزر پوست و مو دوان,clinic,35.7601607,51.4356871,True,requires_special_authorization_or_ground_handoff
facility_614,مرکز بهداشت صفا,clinic,35.7010889,51.4578185,True,requires_special_authorization_or_ground_handoff
facility_615,دکتر سپید,doctors,35.7721707,51.3746402,False,eligible_for_obstacle_safe_drone_routing
facility_616,درمانگاه امام حسن عسگری,clinic,35.6928201,51.479175,True,requires_special_authorization_or_ground_handoff
facility_617,مرکز همودیالیز به آفرین,clinic,35.7454423,51.2314876,True,requires_special_authorization_or_ground_handoff
facility_618,کلینیک تخصصی پوست، مو و زیبایی همسا,clinic,35.7259021,51.4743895,True,requires_special_authorization_or_ground_handoff
facility_619,مطب دکتر حمیدرضا سمیعی,doctors,35.7405476,51.4674886,False,eligible_for_obstacle_safe_drone_routing
facility_620,مرکز توانبخشی معلولان ذهنی آوای رضوان,clinic,35.6394519,51.4454012,False,eligible_for_obstacle_safe_drone_routing
facility_621,کلینیک دندانپزشکی بهبود,clinic,35.7592498,51.4115221,False,eligible_for_obstacle_safe_drone_routing
facility_622,مطب دکتر محمدرضا چراغیان,doctors,35.7359205,51.4057337,True,requires_special_authorization_or_ground_handoff
facility_623,درمانگاه خیریه حضرت علی‌اصغر,clinic,35.613511,51.4527176,False,eligible_for_obstacle_safe_drone_routing
facility_624,درمانگاه شهرداری منطقه ۱۰,clinic,35.6701984,51.3727813,False,eligible_for_obstacle_safe_drone_routing
facility_625,درمانگاه خیریه امام صادق,clinic,35.7190814,51.5058919,True,requires_special_authorization_or_ground_handoff
facility_626,مرکز تصویربرداری پزشکی تهران,clinic,35.7195006,51.4056101,False,eligible_for_obstacle_safe_drone_routing
facility_627,مرکز خدمات جامع سلامت احمدی,clinic,35.7055657,51.4591962,True,requires_special_authorization_or_ground_handoff
facility_628,دکتر آذر محمدی | زیبایی,doctors,35.7942438,51.4365002,False,eligible_for_obstacle_safe_drone_routing
facility_629,درمانگاه خیریه شبانه روزی رضویه,clinic,35.8150957,51.4796625,True,requires_special_authorization_or_ground_handoff
facility_630,مرکز جراحی سعادت آباد,clinic,35.7828861,51.3774344,False,eligible_for_obstacle_safe_drone_routing
facility_631,درمانگاه تامین اجتماعی آزادی,clinic,35.7004703,51.320568,True,requires_special_authorization_or_ground_handoff
facility_632,کلینیک هورسام,clinic,35.7714843,51.3574539,False,eligible_for_obstacle_safe_drone_routing
facility_633,پایگاه سلامت هروی,clinic,35.7595737,51.4725099,True,requires_special_authorization_or_ground_handoff
facility_634,مطب دکتر مهدی احمدی احمدی، فوق تخصص جراحی پلاستیک و زیبایی,doctors,35.7520551,51.4107961,False,eligible_for_obstacle_safe_drone_routing
facility_635,درمانگاه نبوی,clinic,35.6028701,51.4344949,False,eligible_for_obstacle_safe_drone_routing
facility_636,پایگاه بهداشت ولی آباد بهشتی,clinic,35.5807898,51.4197847,False,eligible_for_obstacle_safe_drone_routing
facility_637,کلینیک ایدن,clinic,35.7990995,51.4417285,True,requires_special_authorization_or_ground_handoff
facility_638,مرکز بهداشت چهارصد دستگاه,clinic,35.6898035,51.4550574,True,requires_special_authorization_or_ground_handoff
facility_639,دکتر فرشاد جعفری، فوق تخصص قلب کودکان,doctors,35.7746777,51.4097932,False,eligible_for_obstacle_safe_drone_routing
facility_640,کلینیک پوست و زیبایی دکتر مهدی میمنت,clinic,35.8135513,51.4760156,True,requires_special_authorization_or_ground_handoff
facility_641,کلینیک کاردرمانی و گفتاردرمانی آریان,clinic,35.7749888,51.3615286,False,eligible_for_obstacle_safe_drone_routing
facility_642,unnamed,doctors,35.6788967,51.3605591,True,requires_special_authorization_or_ground_handoff
facility_643,لیزر سلین,clinic,35.7866517,51.4356664,False,eligible_for_obstacle_safe_drone_routing
facility_644,رادیولوژی و سونوگرافی کیهان,doctors,35.7301342,51.3791311,False,eligible_for_obstacle_safe_drone_routing
facility_645,مرکز پزشکی هسته ای آفتاب,laboratory,35.7265487,51.5240473,True,requires_special_authorization_or_ground_handoff
facility_646,مرکز زیبایی دکتر شیدوش,clinic,35.781618,51.4490163,False,eligible_for_obstacle_safe_drone_routing
facility_647,سمعک برتر,clinic,35.766951,51.4406803,False,eligible_for_obstacle_safe_drone_routing
facility_648,مرکز شنوایی سنجی و فروش سمعک آلفا,clinic,35.7591169,51.4115882,False,eligible_for_obstacle_safe_drone_routing
facility_649,کلینیک پوست و مو ماهور,clinic,35.8063828,51.456959,False,eligible_for_obstacle_safe_drone_routing
facility_650,رادیولوژی دکتر صدری,doctors,35.745168,51.4507107,False,eligible_for_obstacle_safe_drone_routing
facility_651,رادیولوژی و سونوگرافی ستارخان,doctors,35.7097293,51.3733673,False,eligible_for_obstacle_safe_drone_routing
facility_652,آزمایشگاه میرداماد,laboratory,35.7596761,51.4458384,False,eligible_for_obstacle_safe_drone_routing
facility_653,درمانگاه فرهنگیان منطقه ۱۴,clinic,35.6884082,51.4595495,True,requires_special_authorization_or_ground_handoff
facility_654,آزمایشگاه آرامش,laboratory,35.7826933,51.3742202,False,eligible_for_obstacle_safe_drone_routing
facility_655,دکتر رضا خدادادی,doctors,35.7884939,51.4191711,False,eligible_for_obstacle_safe_drone_routing
facility_656,درمانگاه چمران,clinic,35.7012352,51.4450741,True,requires_special_authorization_or_ground_handoff
facility_657,رادیولوژی فک و صورت دکتر یاراحمدی,doctors,35.7617812,51.445565,True,requires_special_authorization_or_ground_handoff
facility_658,مطب دکتر روحانی,doctors,35.7758069,51.3662419,False,eligible_for_obstacle_safe_drone_routing
facility_659,کلینیک فیزیوتراپی بامداد سلامت,clinic,35.7273361,51.4079008,False,eligible_for_obstacle_safe_drone_routing
facility_660,کلینیک مهر پویا (دکتر اسدالله امان الهی),clinic,35.7264103,51.3225612,False,eligible_for_obstacle_safe_drone_routing
facility_661,کلینیک مهر پویا (دکتر اسدالله امان الهی),clinic,35.7770192,51.3550218,False,eligible_for_obstacle_safe_drone_routing
facility_662,دکتر حبیبه احمدی متخصص زنان,doctors,35.7813764,51.3712249,False,eligible_for_obstacle_safe_drone_routing
facility_663,آزمایشگاه پاتوبیولوژی دکتر ویشکائی,laboratory,35.7320724,51.524702,False,eligible_for_obstacle_safe_drone_routing
facility_664,آزمایشگاه چهر,laboratory,35.7426242,51.4466474,False,eligible_for_obstacle_safe_drone_routing
facility_665,دکتر مسعود صدرالدینی,doctors,35.7990161,51.4409996,True,requires_special_authorization_or_ground_handoff
facility_666,دکتر فاطمه سمامی,doctors,35.7990474,51.4410042,True,requires_special_authorization_or_ground_handoff
facility_667,مرکز تخصصی طب کار چشم انداز,clinic,35.7197576,51.3360106,True,requires_special_authorization_or_ground_handoff
facility_668,دکتر غزاله موسوی زاده,doctors,35.7572782,51.2894104,False,eligible_for_obstacle_safe_drone_routing
facility_669,دکتر سپیده مدعی نما,doctors,35.7685596,51.4609959,True,requires_special_authorization_or_ground_handoff
facility_670,دکتر علی اصغر شیرازی,doctors,35.7287479,51.4164594,False,eligible_for_obstacle_safe_drone_routing
facility_671,آزمایشگاه پاتوبیولوژی سروش,laboratory,35.6919556,51.4771805,True,requires_special_authorization_or_ground_handoff
facility_672,آزمایشگاه دکتر حیدریان,laboratory,35.5914345,51.431324,True,requires_special_authorization_or_ground_handoff
facility_673,آزمایشگاه تشخیص طبی الوند,laboratory,35.5912628,51.4426384,False,eligible_for_obstacle_safe_drone_routing
facility_674,آزمایشگاه پاتوبیولوژی پلاسما طب,laboratory,35.592617,51.4401512,False,eligible_for_obstacle_safe_drone_routing
facility_675,آزمایشگاه پاتوبیولوژی امروز,laboratory,35.5907631,51.438282,False,eligible_for_obstacle_safe_drone_routing
facility_676,آزمایشگاه حکمت,laboratory,35.6178643,51.4537853,False,eligible_for_obstacle_safe_drone_routing
facility_677,آزمایشگاه زکریا رازی,laboratory,35.6002769,51.4384613,False,eligible_for_obstacle_safe_drone_routing
facility_678,آزمایشگاه امامی اهری,laboratory,35.6641159,51.3988113,False,eligible_for_obstacle_safe_drone_routing
facility_679,آزمایشگاه نیاوران,laboratory,35.8116747,51.4633353,False,eligible_for_obstacle_safe_drone_routing
facility_680,آزمایشگاه هدیه,laboratory,35.715229,51.431633,True,requires_special_authorization_or_ground_handoff
facility_681,آزمایشگاه ساعی,laboratory,35.7353783,51.525074,True,requires_special_authorization_or_ground_handoff
facility_682,آزمایشگاه دکتر منشدی,laboratory,35.7646027,51.4192009,True,requires_special_authorization_or_ground_handoff
facility_683,آزمایشگاه تسکین,laboratory,35.6768227,51.3598137,True,requires_special_authorization_or_ground_handoff
facility_684,آزمایشگاه تشخیص طبی دکتر فرحتاج,laboratory,35.5837517,51.4525452,False,eligible_for_obstacle_safe_drone_routing
facility_685,آزمایشگاه پاتوبیولوژی یاس,laboratory,35.6742744,51.3431625,True,requires_special_authorization_or_ground_handoff
facility_686,آزمایشگاه شمیران نو,laboratory,35.748909,51.5023346,False,eligible_for_obstacle_safe_drone_routing
facility_687,آزمایشگاه احسان,laboratory,35.7384338,51.558136,False,eligible_for_obstacle_safe_drone_routing
facility_688,آزمایشگاه بهرینگ,laboratory,35.7570915,51.4006958,True,requires_special_authorization_or_ground_handoff
facility_689,آزمایشگاه الیا,laboratory,35.7601395,51.4425507,False,eligible_for_obstacle_safe_drone_routing
facility_690,آزمایشگاه ظفر,laboratory,35.7653323,51.4434054,False,eligible_for_obstacle_safe_drone_routing
facility_691,رادیولوژی تات,laboratory,35.7388362,51.5314233,False,eligible_for_obstacle_safe_drone_routing
facility_692,آزمایشگاه یزدان,laboratory,35.7243576,51.4378357,True,requires_special_authorization_or_ground_handoff
facility_693,آزمایشگاه نیکنام,laboratory,35.6429367,51.4207954,True,requires_special_authorization_or_ground_handoff
facility_694,آزمایشگاه سینا,laboratory,35.6731474,51.2668707,True,requires_special_authorization_or_ground_handoff
facility_695,آزمایشگاه ابن سینا,laboratory,35.7237015,51.442646,True,requires_special_authorization_or_ground_handoff
facility_696,آزمایشگاه تشخیص پزشکی دکتر آقامحمدی,laboratory,35.6347359,51.3502237,False,eligible_for_obstacle_safe_drone_routing
facility_697,آزمایشگاه شهران,laboratory,35.7580396,51.2899768,False,eligible_for_obstacle_safe_drone_routing
facility_698,آزمایشگاه دیبا,laboratory,35.7707253,51.3042412,False,eligible_for_obstacle_safe_drone_routing
facility_699,آزمایشگاه دکتر امامی,laboratory,35.6367811,51.411036,False,eligible_for_obstacle_safe_drone_routing
facility_700,آزمایشگاه تخت جمشید,laboratory,35.7100067,51.4303398,True,requires_special_authorization_or_ground_handoff
facility_701,آزمایشگاه برنارد,laboratory,35.7248878,51.4187355,False,eligible_for_obstacle_safe_drone_routing
facility_702,آزمایشگاه امیر کبیر,laboratory,35.6616637,51.3437566,True,requires_special_authorization_or_ground_handoff
facility_703,آزمایشگاه پاسکال,laboratory,35.7005184,51.3904161,True,requires_special_authorization_or_ground_handoff
facility_704,آزمایشگاه کاوش,laboratory,35.763382,51.2905006,True,requires_special_authorization_or_ground_handoff
facility_705,آزمایشگاه جلوه,laboratory,35.7349281,51.4997025,False,eligible_for_obstacle_safe_drone_routing
facility_706,آزمایشگاه دکتر تقوی,laboratory,35.7415009,51.533287,False,eligible_for_obstacle_safe_drone_routing
facility_707,آزمایشگاه لاوازیه,laboratory,35.736248,51.4888077,True,requires_special_authorization_or_ground_handoff
facility_708,آزمایشگاه دکتر حبیبی,laboratory,35.6973495,51.4154472,False,eligible_for_obstacle_safe_drone_routing
facility_709,آزمایشگاه لوتوس,laboratory,35.7345734,51.3553772,False,eligible_for_obstacle_safe_drone_routing
facility_710,آزمایشگاه داورپناه,laboratory,35.7029533,51.4130936,False,eligible_for_obstacle_safe_drone_routing
facility_711,آزمایشگاه دکتر سبزپوشان,laboratory,35.7227097,51.3319206,True,requires_special_authorization_or_ground_handoff
facility_712,آزمایشگاه بیمارستان رسالت,laboratory,35.7421875,51.4489136,False,eligible_for_obstacle_safe_drone_routing
facility_713,آزمایشگاه پزشکی ری,laboratory,35.596097,51.4392883,False,eligible_for_obstacle_safe_drone_routing
facility_714,آزمایشگاه دکتر عمادی,laboratory,35.6488647,51.3425827,True,requires_special_authorization_or_ground_handoff
facility_715,آزمایشگاه پاتوبیولوژی و تشخیص پزشکی بهار,laboratory,35.7163734,51.389782,True,requires_special_authorization_or_ground_handoff
facility_716,آزمایشگاه شهباز,laboratory,35.6712608,51.4461823,True,requires_special_authorization_or_ground_handoff
facility_717,آزمایشگاه جشنواره,laboratory,35.7346649,51.5353622,False,eligible_for_obstacle_safe_drone_routing
facility_718,آزمایشگاه دکتر علوی,laboratory,35.6748962,51.3363876,True,requires_special_authorization_or_ground_handoff
facility_719,آزمایشگاه بیمارستان شهریار,laboratory,35.6992264,51.3667107,True,requires_special_authorization_or_ground_handoff
facility_720,آزمایشگاه فارابی,laboratory,35.7656441,51.4426422,False,eligible_for_obstacle_safe_drone_routing
facility_721,آزمایشگاه لامارک,laboratory,35.7275124,51.4070663,False,eligible_for_obstacle_safe_drone_routing
facility_722,آزمایشگاه کیمیا,laboratory,35.6701164,51.3793488,False,eligible_for_obstacle_safe_drone_routing
facility_723,آزمایشگاه ویلسون,laboratory,35.6601143,51.4310837,False,eligible_for_obstacle_safe_drone_routing
facility_724,آزمایشگاه کوروش,laboratory,35.8063052,51.430051,False,eligible_for_obstacle_safe_drone_routing
facility_725,آزمایشگاه مبنا,laboratory,35.7361641,51.4058952,True,requires_special_authorization_or_ground_handoff
facility_726,آزمایشگاه تشخیص طبی دکتر خطایی,laboratory,35.713398,51.4600716,True,requires_special_authorization_or_ground_handoff
facility_727,آزمایشگاه تشخیص پزشکی پارس,laboratory,35.6919518,51.3494072,True,requires_special_authorization_or_ground_handoff
facility_728,آزمایشگاه زکریا,laboratory,35.7322578,51.3105049,True,requires_special_authorization_or_ground_handoff
facility_729,آزمایشگاه موسسه غرب,laboratory,35.76091,51.4002342,False,eligible_for_obstacle_safe_drone_routing
facility_730,آزمایشگاه گلستان,laboratory,35.7700844,51.4598694,True,requires_special_authorization_or_ground_handoff
facility_731,آزمایشگاه پاتوبیولوژی شرق,laboratory,35.7161865,51.4907074,True,requires_special_authorization_or_ground_handoff
facility_732,آزمایشگاه تشخیص پزشکی بهمن,laboratory,35.6582565,51.3575478,True,requires_special_authorization_or_ground_handoff
facility_733,آزمایشگاه صبا,laboratory,35.7105255,51.436348,True,requires_special_authorization_or_ground_handoff
facility_734,آزمایشگاه مهناز,laboratory,35.7323036,51.4324951,False,eligible_for_obstacle_safe_drone_routing
facility_735,آزمایشگاه ستارخان,laboratory,35.7184906,51.3638649,False,eligible_for_obstacle_safe_drone_routing
facility_736,آزمایشگاه آلبرت,laboratory,35.6907365,51.4613728,True,requires_special_authorization_or_ground_handoff
facility_737,کلینیک سلامت ملل متحد,clinic,35.8043752,51.4567557,False,eligible_for_obstacle_safe_drone_routing
facility_738,آزمایشگاه ولی عصر,laboratory,35.6417618,51.3387337,False,eligible_for_obstacle_safe_drone_routing
facility_739,آزمایشگاه پاتوبیولوژی خزانه,laboratory,35.6353836,51.4215279,False,eligible_for_obstacle_safe_drone_routing
facility_740,آزمایشگاه دکتر عزیزپور,laboratory,35.6655693,51.4476128,False,eligible_for_obstacle_safe_drone_routing
facility_741,آزمایشگاه مریم,laboratory,35.7689781,51.3783722,False,eligible_for_obstacle_safe_drone_routing
facility_742,کلینیک زیبایی هستیا,clinic,35.7971755,51.446072,False,eligible_for_obstacle_safe_drone_routing
facility_743,کلینیک الهام,clinic,35.7782516,51.3598442,True,requires_special_authorization_or_ground_handoff
facility_744,آزمایشگاه پاس,laboratory,35.7224818,51.4510102,True,requires_special_authorization_or_ground_handoff
facility_745,آزمایشگاه بیمارستان ساسان,laboratory,35.7109413,51.4032326,True,requires_special_authorization_or_ground_handoff
facility_746,آزمایشگاه تهرانسر,laboratory,35.6966553,51.2543716,True,requires_special_authorization_or_ground_handoff
facility_747,آزمایشگاه اقدسیه,laboratory,35.8007278,51.4828148,True,requires_special_authorization_or_ground_handoff
facility_748,آزمایشگاه مشیریه,laboratory,35.6249046,51.4896088,True,requires_special_authorization_or_ground_handoff
facility_749,آزمایشگاه دکتر جلالی,laboratory,35.730175,51.3790703,False,eligible_for_obstacle_safe_drone_routing
facility_750,آزمایشگاه شهرآرا,laboratory,35.7224388,51.3722115,False,eligible_for_obstacle_safe_drone_routing
facility_751,آزمایشگاه پاتوبیولوژی دی,laboratory,35.6370468,51.4020844,False,eligible_for_obstacle_safe_drone_routing
facility_752,آزمایشگاه تشخیص طبی ملاصدرا,laboratory,35.7163696,51.4657669,True,requires_special_authorization_or_ground_handoff
facility_753,آزمایشگاه بیمارستان جم,laboratory,35.7227821,51.4230309,False,eligible_for_obstacle_safe_drone_routing
facility_754,آزمایشگاه سازمان انتقال خون,laboratory,35.7483864,51.375206,False,eligible_for_obstacle_safe_drone_routing
facility_755,آزمایشگاه پرژن,laboratory,35.7440147,51.3281364,False,eligible_for_obstacle_safe_drone_routing
facility_756,آزمایشگاه فرمند,laboratory,35.778038,51.3604012,True,requires_special_authorization_or_ground_handoff
facility_757,آزمایشگاه توانا,laboratory,35.7740479,51.3771744,True,requires_special_authorization_or_ground_handoff
facility_758,آزمایشگاه پاتوبیولوژی دکتر تیموری,laboratory,35.7479324,51.2478676,True,requires_special_authorization_or_ground_handoff
facility_759,آزمایشگاه دکتر پورلشگری,laboratory,35.7617569,51.4456139,True,requires_special_authorization_or_ground_handoff
facility_760,آزمایشگاه اروند,laboratory,35.7179527,51.3891487,True,requires_special_authorization_or_ground_handoff
facility_761,آزمایشگاه لیانا,laboratory,35.7576218,51.4394341,True,requires_special_authorization_or_ground_handoff
facility_762,آزمایشگاه اکسین,laboratory,35.7107773,51.2761803,True,requires_special_authorization_or_ground_handoff
facility_763,آزمایشگاه دولت,laboratory,35.7749138,51.4637718,False,eligible_for_obstacle_safe_drone_routing
facility_764,آزمایشگاه سپیدار,laboratory,35.7015915,51.3621979,True,requires_special_authorization_or_ground_handoff
facility_765,آزمایشگاه نگین اختیاریه,laboratory,35.7882309,51.4670029,False,eligible_for_obstacle_safe_drone_routing
facility_766,آزمایشگاه صدرا,laboratory,35.7778713,51.3356956,True,requires_special_authorization_or_ground_handoff
facility_767,آزمایشگاه رسالت,laboratory,35.7383385,51.4771347,False,eligible_for_obstacle_safe_drone_routing
facility_768,آزمایشگاه امین,laboratory,35.6772614,51.3728104,True,requires_special_authorization_or_ground_handoff
facility_769,آزمایشگاه پاتوبیولوژی صادقیه,laboratory,35.7214203,51.3410416,True,requires_special_authorization_or_ground_handoff
facility_770,آزمایشگاه سحر,laboratory,35.7300224,51.495636,True,requires_special_authorization_or_ground_handoff
facility_771,آزمایشگاه سبحان,laboratory,35.7003899,51.4899216,True,requires_special_authorization_or_ground_handoff
facility_772,آزمایشگاه پاتوبیولوژی ادیب,laboratory,35.6927071,51.4855042,True,requires_special_authorization_or_ground_handoff
facility_773,آزمایشگاه قانون,laboratory,35.736702,51.3195343,False,eligible_for_obstacle_safe_drone_routing
facility_774,آزمایشگاه گرگان,laboratory,35.716732,51.455101,True,requires_special_authorization_or_ground_handoff
facility_775,آزمایشگاه آریا,laboratory,35.752594,51.5310555,False,eligible_for_obstacle_safe_drone_routing
facility_776,آزمایشگاه پاتوبیولوژی همت,laboratory,35.7483101,51.478199,False,eligible_for_obstacle_safe_drone_routing
facility_777,آزمایشگاه کیهان,laboratory,35.712326,51.3671875,False,eligible_for_obstacle_safe_drone_routing
facility_778,آزمایشگاه سپهر,laboratory,35.6604156,51.4477997,True,requires_special_authorization_or_ground_handoff
facility_779,آزمایشگاه خادم,laboratory,35.7972794,51.4100609,False,eligible_for_obstacle_safe_drone_routing
facility_780,آزمایشگاه آریاشهر,laboratory,35.7257118,51.3358192,True,requires_special_authorization_or_ground_handoff
